place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
darbha,1362.6,2440.72,37.25,2403.47,249.24,244.61,safe,415,33662,98449,2021
kansabel,1487,3203.49,100.05,3103.44,1522.66,1488.32,safe,639,38516,50715,2021
saja,1122.9,15407.77,6542.88,8864.89,12281.2,9825.62,semi_critical,14603,57883,72486,2021
mainpat,1356.9,2732.96,24.76,2708.2,465.54,461.31,safe,129,34947,67179,2021
bastar,1362.6,5068.57,216.14,4852.43,2265.4,2244.15,safe,1455,87572,125149,2021
takhatpur,989.8,10012.81,3007.88,7004.93,7856.59,6162.67,semi_critical,9978,62462,72440,2021
wadrafnagar,1317,9548.76,336.68,9212.08,1532.45,1476.92,safe,2593,102505,136594,2021
batauli,1284.2,3617.37,246.25,3371.12,2016.62,1844.45,safe,1103,31357,40173,2021
saraipali,1481,8084.05,1234.08,6849.97,4156.19,3754.18,safe,8700,91900,100600,2021
jaijaipur,1386,7463.57,5198.61,2264.96,4471.73,1914.75,safe,23593,20433,44026,2021
durg,1122.9,10137.1,4442.69,5694.41,8293.34,6497.52,semi_critical,21890,45627,67517,2021
baramkela,1466,7233.84,1043.55,6190.29,5104.2,4739.15,semi_critical,5860,54174,78134,2021
manora,1487,3876.87,102.3,3774.57,1022.78,1012.55,safe,665,55464,89049,2021
geedam,1327.9,4538.8,11.9,4526.9,1098.9,1098.87,safe,10,55100,58628,2021
chhuriya,1208.7,9880.59,3275.14,6605.45,4138.73,2605.48,safe,11681,63106,80214,2021
gharghoda,1466,2257.44,255.75,2001.69,1361.2,1335.89,safe,734,29201,43304,2021
janjgir (nawagarh),304,4966.84,4095.73,871.11,1941.9,681.64,safe,43517,16844,60361,2021
arang,1385.3,12885.64,8972.08,3913.56,7862.24,1363.06,safe,47051,42988,90039,2021
podi uprora,1392,9748.69,82.04,9666.65,1771.96,1712.38,safe,35,131599,234881,2021
khadgawan,1317,11277.11,954.3,10322.81,3546.8,3072.18,safe,542,71197,229601,2021
dharamjaigarh,1466,7818.99,453.86,7365.13,2664.29,2613.63,safe,2432,93317,153769,2021
tamnar,1466,2500.78,63.8,2436.98,1680.13,1644.09,semi_critical,367,23433,46900,2021
bilaigarh,1337,8358.67,4104.79,4253.88,1512.67,1083.58,safe,27360,65332,92692,2021
chhuikhadan,1208.7,11513.19,6820.46,4692.73,7115.6,4381.74,safe,14172,54743,75464,2021
katekalyan,1327.9,4973.27,0,4973.27,431.63,431.63,safe,0,43920,48800,2021
jagdalpur,1362.6,4125.4,24.55,4100.85,1513.63,1510.25,safe,275,49895,101017,2021
lormi,1351,4565.76,2729.61,1836.15,2432.74,1371.24,safe,30876,20270,162240,2021
sonhat,1317,6465.07,2315.11,4149.96,1548.24,1216.25,safe,3442,25658,35471,2021
rajpur,1317,7421.92,697.12,6724.8,1654.08,1522.34,safe,4276,85264,100066,2021
pali,1392,9065.39,2152.54,6912.85,4090.11,3868.61,safe,827,98374,150482,2021
shankargarh,1317,4943.36,219.71,4723.65,1027.63,993.46,safe,1765,61880,90038,2021
bhairamgarh,1528.1,16750.42,5.27,16745.15,395.23,395.19,safe,25,146345,228284,2021
dongargarh,1208.7,11895.62,3087.95,8807.67,8729.62,6468.33,semi_critical,10830,59134,76732,2021
pusaur,1466,4864.89,644.01,4220.88,3628.57,3412.04,semi_critical,2208,48822,51030,2021
bharatpur,1317,34597.36,1442.16,33155.2,1983.87,1707.95,safe,7452,218735,230094,2021
bagbahara,1385.3,13642.86,2012.34,11630.52,6628.56,6083.89,safe,11700,85220,117600,2021
dhamtari,1385.3,13992.87,6817.5,7175.37,11915.62,7307.8,critical,21902,45981,67883,2021
rajim/fingeshwar,1385.3,9715.97,5582.43,4133.54,7318.8,3047.35,semi_critical,23197,36333,59530,2021
gunderdehi,1122.9,8784.12,6074.42,2709.7,5902.41,2427.7,semi_critical,37672,30398,68070,2021
bamhanidih,1386,4275.84,3273.86,1001.98,2285.9,920.48,safe,22330,12004,34334,2021
konta,1404,28805.83,191.19,28614.64,395.76,395.64,safe,219,350260,382059,2021
katghora,1392,6150.16,361.2,5788.96,4798.47,4640.83,semi_critical,276,46840,47181,2021
pharasgaon,1362.4,7416.53,807.54,6608.99,2515.72,2084.35,safe,6694,59187,67581,2021
orchha,1404.1,20015.84,0,20015.84,170.21,170.21,safe,0,248611,497551,2021
tilda,1337,13922.5,8069.64,5852.86,8287.18,4375.55,safe,19241,54289,73530,2021
sukma,1404,7607.25,21.16,7586.09,542.32,542.31,safe,16,90783,96649,2021
pandariya,1117,13632.62,3013.49,10619.13,9485.53,7980.41,semi_critical,1772,109874,121778,2021
manendragarh,1317,4002.27,776.05,3226.22,1547.15,1335.49,safe,3662,28252,46383,2021
kharsiya,1466,2900.18,585.77,2314.41,1672.13,1498.22,safe,4263,27186,40079,2021
palari,1337,9471.42,5230.31,4241.11,2152.03,935.25,safe,35919,23549,59468,2021
akaltara,1386,4496.31,2610.85,1885.46,1665.75,986.57,safe,18103,21596,39699,2021
ambikapur,1399.8,7065.29,2621.31,4443.98,3530.77,2522.34,safe,16862,40803,67632,2021
lakhanpur,1421.8,6541.47,1181.84,5359.63,3104.09,2789.65,safe,7894,56805,78008,2021
gurur,1122.9,7319.28,1691.49,5627.79,6479.84,4895.77,critical,5459,28221,41128,2021
narayanpur,1404.1,6255.71,512,5743.71,850.78,808.59,safe,3261,99171,193765,2021
sahaspur lohara,1117,17151.39,7593.92,9557.47,9088.04,5610.8,safe,8009,88273,97520,2021
chhindgarh,1403,8641.73,114.49,8527.24,623.25,622.36,safe,354,79567,84871,2021
deobhog,1385.3,2879.78,239.28,2640.5,1368.05,1089.84,safe,1111,28889,39129,2021
pithora,1385.3,17225.15,4236.42,12988.73,10967.05,9513.27,safe,9000,72200,97100,2021
bhanupratapur,1395.2,10263.41,237.71,10025.7,2469.76,2445.15,safe,1043,88496,91366,2021
baderajpur,1362.4,4031.21,443.32,3587.89,2402.87,1531.09,safe,2904,43772,47376,2021
bakawand,1362.6,4229.3,122.31,4106.99,2447.56,2414.19,safe,1560,66574,106455,2021
premnagar,1317,3600.29,93.19,3507.1,1344.74,1341.54,safe,548,27344,29198,2021
gariaband,1385.3,9266.38,2341.32,6925.06,5141.78,4469.3,safe,12035,68245,154517,2021
ramchandrapur,1317,7642.07,585,7057.07,2974.62,2737.08,safe,3520,102353,127833,2021
tokapal,1362.6,2352.53,119.29,2233.24,643.52,615.94,safe,1800,34486,42148,2021
mahasamund,1385.3,15899.41,6726.35,9173.06,8980.96,6384.77,safe,28300,88400,116700,2021
lundra,1284.2,6013.59,421.35,5592.24,2263.13,2193.3,safe,2123,59622,74294,2021
sitapur,1356.9,4592.83,688.39,3904.44,1864.81,1637.5,safe,3275,44892,50099,2021
surajpur,1317,10128.66,1308.59,8820.07,7630.87,6524.63,semi_critical,5338,51136,57534,2021
lohandiguda,1362.6,3469.74,82.64,3387.1,400.73,397.3,safe,660,57291,79793,2021
usoor,1528.1,13847.74,1.7,13846.04,451.88,451.88,safe,0,111983,174535,2021
pratappur,1317,8452.88,838.05,7614.83,4957.86,4639.65,safe,1858,58155,60461,2021
mohla,1208.7,4475.52,436.25,4039.27,1742.88,1434.06,safe,1312,49096,70301,2021
kota,1160.2,7203.02,2034.98,5168.04,2710.71,2558.81,safe,5707,77638,116598,2021
chhura,1385.3,5798.33,2066.42,3731.91,3576.55,3159.43,safe,8976,35904,111127,2021
ambagarh chowki,1208.7,5431.24,1136.38,4294.86,2503.22,1598.99,safe,2882,44551,54747,2021
abhanpur,1385.3,10513.93,7269.28,3244.65,5101.97,957.51,safe,30876,29522,60398,2021
gaurela,1229.8,4488.99,1055.54,3433.45,1127.61,978.7,safe,5200,45455,94846,2021
balrampur,1317,5311.3,396.01,4915.29,1424.64,1321.99,safe,2644,79772,108416,2021
kartala,1392,5714.64,512.61,5202.03,2212.8,2022.4,safe,4201,61022,77999,2021
dantewada,1327.9,13078.28,29.01,13049.27,1585.01,1584.99,safe,20,160433,177296,2021
pendra,1229.8,4059.54,469.96,3589.58,2204.46,1975.11,safe,1651,33270,34921,2021
raigarh,1466,6569.4,575.3,5994.1,2962.08,2896.17,safe,3220,75621,94272,2021
keshkal,1362.4,6972.22,435.04,6537.18,2824.41,2107.4,safe,3136,69868,74916,2021
nagri,1385.3,9565.64,4189.22,5376.42,5412.8,2506.29,safe,12834,20556,192877,2021
ramanujnagar,1317,6249.49,874.93,5374.56,3882.6,3223.78,safe,2485,36927,41063,2021
makdi,1362.4,4986.29,0,4986.29,2566.72,2566.72,safe,0,54583,56857,2021
masturi,1088.2,7940.16,5002.06,2938.1,3227.4,1835.62,safe,34194,39726,73920,2021
sakti,1386,3776.16,1904.27,1871.89,2103.11,1533.64,safe,15778,18453,65230,2021
korba,1392,7447.89,996.49,6451.4,2489.07,2389.93,safe,401,87855,204001,2021
dongargaon,1208.7,7029.09,2748.98,4280.11,5462.03,3482.41,semi_critical,6663,34073,41249,2021
khairagarh,1208.7,11078.3,3330.38,7747.92,9193.74,7038.47,semi_critical,7641,72482,81095,2021
kasdol,1385.3,12496.84,2395.82,10101.02,6615.14,6031.36,safe,16065,160274,176339,2021
durgukondal,1395.2,8004.4,305.79,7698.61,1216.37,1192.18,safe,1180,60280,62714,2021
kondagaon,1362.4,8738.66,174.08,8564.58,2013.03,2008.13,safe,1415,130682,139297,2021
bastanar,1362.6,3403.24,0.3,3402.94,177.26,177.26,safe,0,47888,59987,2021
pharsabahar,1550,6428.84,155.71,6273.13,1805.8,1791.21,safe,829,62521,79650,2021
duldula,1487,2094.55,43.38,2051.17,903.68,896.13,safe,395,31573,51364,2021
lailunga,1466,6457.21,509.48,5947.73,950.26,921.91,safe,2663,72452,91035,2021
patan,1122.9,9363.38,5262.66,4100.72,6328.88,3066.1,semi_critical,30277,45956,76233,2021
bodla,1117,15767.39,4555.17,11212.22,6660.86,4144.03,safe,23118,139774,172264,2021
nawagarh,1122.9,8321.93,2659.77,5662.16,7308.01,6139.17,critical,10059,52439,62498,2021
simga,1337,12213.8,7521.52,4692.28,7385.97,3136.25,safe,40239,21267,61506,2021
baloda,1386,4106.9,934.08,3172.82,1876.05,1717.71,safe,4711,31620,58631,2021
doundi lohara,1122.9,11554.52,6632.55,4921.97,5474.53,2778.84,safe,39582,48750,88332,2021
berla,1122.9,12689.21,4022.5,8666.71,11007.44,7931.97,critical,21123,56595,77718,2021
patharia,1351,6334.96,2463.3,3871.66,3418.46,2603.68,safe,11382,40082,51464,2021
kurud,1385.3,11461.43,8419.59,3041.84,9129.94,3675.87,semi_critical,37944,21298,59242,2021
ottappalam,2188.2,4537.06,0,4537.06,2307.76,2307.76,safe,0,27306,27306,2021
chavara,2411.9,2064.61,0,2064.61,1305.74,1305.74,safe,0,7490,7490,2021
karadka,3592.61,7183.64,0,7183.64,4454.57,4454.57,safe,0,26247,37247,2021
elam desom,3638.1,2075.3,0,2075.3,1240.27,1240.27,safe,0,9722,18722,2021
erattupetta,2875.4,2650.26,0,2650.26,1063.6,1063.6,safe,0,14560,27560,2021
kuzhalmannam,2188.2,7985.55,0,7985.55,2270.63,2270.63,safe,0,19212,19212,2021
pazhayannur,3180.7,5097.29,0,5097.29,1946.36,1946.36,safe,0,23695,23695,2021
peravoor,3299.6,3797.12,0,3797.12,1687.16,1687.16,safe,0,21342,42542,2021
chengannur,2806.6,4663.01,0,4663.01,1679.23,1679.23,safe,0,14996,14996,2021
payyannur,3299.6,6542.09,0,6542.09,2057.78,2057.78,safe,0,34212,39212,2021
kozhikode,3383.5,3034.26,0,3034.26,1906.8,1906.8,safe,0,16351,16351,2021
vadakkancherry,3180.7,4115.86,0,4115.86,2511.13,2511.13,safe,0,18659,23659,2021
ranni,2774.7,4118.52,0,4118.52,948.04,948.04,safe,0,24132,92132,2021
vellanad,1816.9,3787.42,0,3787.42,1643.71,1643.71,safe,0,29212,37212,2021
chelannur,3383.5,2715.52,0,2715.52,1682.14,1682.14,safe,0,13866,13866,2021
chadayamangalam,2411.9,3855.64,0,3855.64,1638.76,1638.76,safe,0,24903,24903,2021
nilamboor,2802.79,3959.94,0,3959.94,1874.82,1874.82,safe,0,21820,62120,2021
mulamthuruthy,2985.7,3164.08,0,3164.08,1978.58,1978.58,safe,0,16327,16327,2021
cherpu,3180.7,3618.56,0,3618.56,1662.26,1662.26,safe,0,8448,8448,2021
edappally,2985.7,4230.24,0,4230.24,2426.73,2426.73,safe,0,16053,16053,2021
kilimanoor,1816.9,2962.76,0,2962.76,1571.85,1571.85,safe,0,17977,17977,2021
mankada,2802.79,2775.96,0,2775.96,1886.48,1886.48,semi_critical,0,15245,15245,2021
edakkad,3299.6,2129.5,0,2129.5,919.66,919.66,safe,0,8948,8948,2021
parappa,3592.61,7681.47,0,7681.47,4250.6,4250.6,safe,0,35368,54668,2021
vamanapuram,1816.9,3493.76,0,3493.76,1499.76,1499.76,safe,0,27115,42115,2021
malampuzha,2188.2,3456.99,0,3456.99,3098.44,3098.44,critical,0,20394,40394,2021
palakkad,2154,6114.83,0,6114.83,2582.82,2582.82,safe,0,20706,20706,2021
thycattussery,2806.6,3534.96,0,3534.96,924.99,924.99,safe,0,14159,14159,2021
kuttippuram,2802.79,3552.34,0,3552.34,2546.51,2546.51,semi_critical,0,17868,17868,2021
kanhangad,3592.61,5204.82,0,5204.82,3158.72,3158.72,safe,0,24508,24508,2021
pandalam,2774.7,2400.04,0,2400.04,1190.08,1190.08,safe,0,11641,11641,2021
pothencode,1818.94,1626.19,0,1626.19,1258.84,1258.84,semi_critical,0,7415,7415,2021
mananthavady,3149.6,7346.21,0,7346.21,1373.78,1373.78,safe,0,41051,66651,2021
kanjikkuzhy,2806.6,2757.25,0,2757.25,1067.41,1067.41,safe,0,11013,11013,2021
panthalayani,3383.5,3530.69,0,3530.69,1303.74,1303.74,safe,0,9855,9855,2021
panamaram,3149.6,4017.58,0,4017.58,1158.31,1158.31,safe,0,23286,35086,2021
vazhakkulam,2985.7,5262.21,0,5262.21,2598.32,2598.32,safe,0,19328,19328,2021
koovappady,2985.7,6353.1,0,6353.1,1695.31,1695.31,safe,0,35560.5,38560,2021
panur,3299.6,1362.6,0,1362.6,1087,1087,semi_critical,0,7383,7383,2021
nemom,1816.9,5517.6,0,5517.6,3381.7,3381.7,safe,0,33727,33727,2021
bharanikkavu,2806.6,3978.03,0,3978.03,1229.18,1229.18,safe,0,12995,12995,2021
vettikkavala,2411.9,2862.58,0,2862.58,1519.53,1519.53,safe,0,16947,16947,2021
kanjirappally,2875.4,4347.43,0,4347.43,1545.77,1545.77,safe,0,23290,35290,2021
iringalakkuda,3180.7,3462.9,0,3462.9,1786.15,1786.15,safe,0,12073,12073,2021
devikulam,3638.1,2495.59,0,2495.59,694.8,694.8,safe,0,16043,96343,2021
irikkur,3299.6,7076.53,0,7076.53,2286.85,2286.85,safe,0,36290,41290,2021
angamaly,2985.7,5181.69,0,5181.69,1859.43,1859.43,safe,0,21197,23197,2021
perumpadappu,2805.1,2379.79,0,2379.79,1471.28,1471.28,safe,0,5899,5899,2021
nenmara,2188.2,2914.2,0,2914.2,1760.1,1760.1,safe,0,23953,79847,2021
mallappally,2774.7,2725.8,0,2725.8,827.86,827.86,safe,0,15418,15418,2021
kasaragod,3592.61,5580.2,0,5580.2,4617.36,4617.36,critical,0,25876,25876,2021
areacode,2805.1,5240.96,0,5240.96,3137.66,3137.66,safe,0,28357,33357,2021
sulthanbathery,3149.6,6306.63,0,6306.63,1500.88,1500.88,safe,0,37074,52974,2021
idukki,3638.1,2895.91,0,2895.91,1091.01,1091.01,safe,0,13482,73482,2021
parakkadavu,2985.7,2586.18,0,2586.18,1622.64,1622.64,safe,0,11881,11881,2021
sreekrishnapuram,2188.2,3763.53,0,3763.53,2031.73,2031.73,safe,0,22013,22013,2021
kalpetta,3149.6,7031.05,0,7031.05,1512.96,1512.96,safe,0,41351,58351,2021
palluruthy,2985.7,1637.34,0,1637.34,373.47,373.47,safe,0,6651,6651,2021
moovattupuzha,2985.7,3891.89,0,3891.89,2277.99,2277.99,safe,0,19980,21480,2021
kuthuparamba,3299.6,2297.13,0,2297.13,1376.5,1376.5,safe,0,12935,18235,2021
malappuram,2805.1,3853,0,3853,2577.1,2577.1,semi_critical,0,18032,18032,2021
vypeen,2985.7,1156.63,0,1156.63,684.65,684.65,safe,0,5642,5642,2021
perumkadavila,1816.9,3269.01,0,3269.01,1580.15,1580.15,safe,0,27038,28538,2021
uzhavoor,2875.4,3927.25,0,3927.25,1313.63,1313.63,safe,0,22460,22460,2021
anchal,2411.9,8165.87,0,8165.87,1131.55,1131.55,safe,0,64622,94622,2021
mathilakom,3180.7,4130.73,0,4130.73,2843.08,2843.08,semi_critical,0,14635,14635,2021
alangad,2985.7,2167,0,2167,1439.53,1439.53,safe,0,7331,7331,2021
thriurangadi,2805.1,2988.48,0,2988.48,2220.25,2220.25,semi_critical,0,13001,13001,2021
vazhoor,2875.4,2309.59,0,2309.59,947.89,947.89,safe,0,16910,16910,2021
alathur,2188.2,8023.96,0,8023.96,3781.63,3781.63,safe,0,23447,31447,2021
kannur,3299.6,3057.33,0,3057.33,2098.03,2098.03,semi_critical,0,12678,12678,2021
tuneri,3383.5,1871.2,0,1871.2,1121.96,1121.96,safe,0,11497,14397,2021
ballussery,3383.5,2778.66,0,2778.66,2162.92,2162.92,semi_critical,0,13953,27853,2021
konni,2774.7,5096.89,0,5096.89,1070.85,1070.85,safe,0,25977,86477,2021
puzhakkal,3180.7,5928.04,0,5928.04,2296.23,2296.23,safe,0,22892,22892,2021
chittumala,2411.9,2601.6,0,2601.6,1602.27,1602.27,safe,0,12125,12125,2021
ambalappuzha,2806.6,2165.88,0,2165.88,832.15,832.15,safe,0,6890,6890,2021
vellangallur,3180.7,2698.43,0,2698.43,1665.12,1665.12,safe,0,11069,11069,2021
oachira,2411.9,3384.18,0,3384.18,1548.2,1548.2,safe,0,11641,11641,2021
wandoor,2805.1,3296.91,0,3296.91,1692.45,1692.45,safe,0,15308,25308,2021
mavelikkara,2806.6,3848.39,0,3848.39,1072.25,1072.25,safe,0,10044,10044,2021
chowannur,3180.7,4542.97,0,4542.97,2995.13,2995.13,semi_critical,0,17774,17774,2021
ollukkara,3180.7,3778.01,0,3778.01,1497.79,1497.79,safe,0,20572,31572,2021
kunnummal,3383.5,2801.85,0,2801.85,1527.83,1527.83,safe,0,13152,26252,2021
nedumangad,1816.9,1982.95,0,1982.95,1552.12,1552.12,semi_critical,0,15603,15603,2021
manjeswar,3592.61,7106.36,0,7106.36,5070.7,5070.7,semi_critical,0,33136,34136,2021
vaikom,2875.4,3095.75,0,3095.75,639.26,639.26,safe,0,13190,13190,2021
chavakkad,3180.7,3801.6,0,3801.6,2088.26,2088.26,safe,0,9917,9917,2021
athiyannur,1816.9,1416.49,0,1416.49,1143.12,1143.12,semi_critical,0,7629,7629,2021
nedumkandam,3638.1,2405.42,0,2405.42,1712.16,1712.16,semi_critical,0,12190,34190,2021
parassala,1816.9,1764.12,0,1764.12,1273.83,1273.83,semi_critical,0,8221,8221,2021
aryad,2806.6,2729.04,0,2729.04,1751.81,1751.81,safe,0,8772,8772,2021
pattanakkad,2806.6,2714.82,0,2714.82,1216.84,1216.84,safe,0,10871,10871,2021
vengara,2805.1,2887.44,0,2887.44,2195.34,2195.34,semi_critical,0,14845,14845,2021
mukhathala,2411.9,3440.23,0,3440.23,2261.68,2261.68,semi_critical,0,14703,14703,2021
nileswaram,3592.61,4267.99,0,4267.99,2491.83,2491.83,safe,0,19695,19695,2021
kollengode,2188.2,6321.69,0,6321.69,2304.98,2304.98,safe,0,19911,21411,2021
attappadi,2188.2,4871.93,0,4871.93,1093.61,1093.61,safe,0,22323,70323,2021
pampakkuda,2985.7,3964.51,0,3964.51,1472.22,1472.22,safe,0,17740,18740,2021
perambra,3383.5,3678.03,0,3678.03,1386.81,1386.81,safe,0,17902,27502,2021
varkala,1816.9,1844.55,0,1844.55,1161.1,1161.1,safe,0,10209,10209,2021
tirur,2805.1,2461.56,0,2461.56,1849.23,1849.23,semi_critical,0,11105,11105,2021
veliyanad,2806.6,4191.5,0,4191.5,545.7,545.7,safe,0,13190,13190,2021
kodakara,3180.7,5015.21,0,5015.21,2585.93,2585.93,safe,0,20812,29812,2021
elanthoor,2774.7,1954.7,0,1954.7,697.13,697.13,safe,0,10622,10622,2021
kattappana,3638.1,2440.84,0,2440.84,1758.1,1758.1,semi_critical,0,11238,37238,2021
koduvally,3383.5,4861.15,0,4861.15,2266.35,2266.35,safe,0,27298,39048,2021
madappally,2875.4,5229.39,0,5229.39,1838.41,1838.41,safe,0,11950,11950,2021
melady,6767,2346.08,0,2346.08,897.33,897.33,safe,0,8407,8407,2021
mullassery,3180.7,3236.92,0,3236.92,1399.85,1399.85,safe,0,6585,6585,2021
taliparamba,3299.6,8104.51,0,8104.51,2701.78,2701.78,safe,0,40703,57403,2021
adimali,3638.1,3426.49,0,3426.49,1316.81,1316.81,safe,0,21200,51914,2021
kallyasseri,3299.6,3113.36,0,3113.36,1521.65,1521.65,safe,0,14339,14339,2021
pathanapuram,2411.9,3486.66,0,3486.66,1474.51,1474.51,safe,0,20095,27995,2021
kondotty,2805.1,3393.06,0,3393.06,2628.54,2628.54,semi_critical,0,18624,18624,2021
chalakkudy,3180.7,4740.05,0,4740.05,2667.7,2667.7,safe,0,20369,61069,2021
lalam,2875.4,2985.91,0,2985.91,880.63,880.63,safe,0,19110,19110,2021
thodannur,3383.5,1775.81,0,1775.81,974.83,974.83,safe,0,9677,9677,2021
pulikeezh,2774.7,2223.31,0,2223.31,830.06,830.06,safe,0,6866,6866,2021
koipuram,2774.7,2275.74,0,2275.74,848.47,848.47,safe,0,12367,12367,2021
pattambi,2188.2,3824.32,0,3824.32,2823.28,2823.28,semi_critical,0,20744,20744,2021
mala,3180.7,4061.38,0,4061.38,2505.08,2505.08,safe,0,12713,12713,2021
ithikkara,2411.9,2696.99,0,2696.99,1524.48,1524.48,safe,0,12573,12573,2021
mannarkkad,2188.2,3591.78,0,3591.78,2178.13,2178.13,safe,0,29535,45535,2021
kalikavu,2805.1,4836.82,0,4836.82,2452.39,2452.39,safe,0,24412,68912,2021
chirayinkil,1816.9,1879.49,0,1879.49,1347.95,1347.95,semi_critical,0,10151,10151,2021
thalassery,3299.6,2387.63,0,2387.63,1696.89,1696.89,semi_critical,0,12057,12057,2021
parakode,2774.7,5775.36,0,5775.36,1729.33,1729.33,safe,0,22642,27152,2021
azhutha,3638.1,3076.72,0,3076.72,1256.38,1256.38,safe,0,14542,107442,2021
muthukulam,2806.6,3740.61,0,3740.61,1684.69,1684.69,safe,0,11651,11651,2021
ponnani,2805.1,3254.84,0,3254.84,1751.02,1751.02,safe,0,9706,9706,2021
harippad,2806.6,3773.88,0,3773.88,1595.22,1595.22,safe,0,11439,11439,2021
anthikkad,3180.7,4312.02,0,4312.02,1741.69,1741.69,safe,0,9904,9904,2021
ettumanoor,2875.4,3101.98,0,3101.98,1270.18,1270.18,safe,0,21460,21460,2021
vadavukodu,2985.7,4654.18,0,4654.18,1392.28,1392.28,safe,0,18595,18595,2021
kothamangalam,2985.7,4602.51,0,4602.51,1879.92,1879.92,safe,0,22997,82997,2021
chittur,2188.2,6319.46,0,6319.46,5922.29,5922.29,critical,0,31468,31468,2021
vadakara,3383.5,2061.29,0,2061.29,1146.24,1146.24,safe,0,7228,7228,2021
pallom,2875.4,5880.27,0,5880.27,1985.34,1985.34,safe,0,17802,17802,2021
perinthalmanna,2805.1,5600.07,0,5600.07,3103.72,3103.72,safe,0,27203,28203,2021
thanur,2805.1,2848.97,0,2848.97,2202.06,2202.06,semi_critical,0,12756,12756,2021
thalikkulam,3180.7,2422.76,0,2422.76,1692.96,1692.96,semi_critical,0,6568,6568,2021
champakkulam,2806.6,4050.13,0,4050.13,618.2,618.2,safe,0,15383,15383,2021
kaduthuruthy,2875.4,4697.02,0,4697.02,1372.87,1372.87,safe,0,15806,15806,2021
thrithala,2187.33,2459.68,0,2459.68,1780.04,1780.04,semi_critical,0,17216,17216,2021
kunnamangalam,3383.5,3211.78,0,3211.78,2489.53,2489.53,semi_critical,0,16994,33794,2021
iritty,3299.6,5801.33,0,5801.33,2281.07,2281.07,safe,0,31509,42709,2021
